Order ID,Product ID,Sales,Quantity,Discount,Profit
CA-2017-139619,OFF-ST-10003282,9561,2,0.2,956
CA-2016-118255,TEC-AC-10000171,4598,2,0.0,1977
CA-2016-118255,OFF-BI-10003291,1746,2,0.0,820
CA-2014-146703,OFF-ST-10001713,21196,4,0.0,847
CA-2016-169194,TEC-AC-10002167,4500,3,0.0,495
CA-2016-169194,TEC-PH-10003988,2180,2,0.0,610
CA-2015-115742,OFF-BI-10004410,3822,6,0.0,1796
CA-2015-115742,OFF-LA-10002762,7518,6,0.0,3533
CA-2015-115742,FUR-FU-10001706,616,2,0.0,295
CA-2015-115742,FUR-CH-10003061,8999,1,0.0,1709
CA-2016-105816,OFF-FA-10000304,1526,7,0.0,625
CA-2016-105816,TEC-PH-10002447,102995,5,0.0,29868
CA-2016-111682,OFF-ST-10000604,20856,6,0.0,5214
CA-2016-111682,OFF-PA-10001569,3240,5,0.0,1555
CA-2016-111682,FUR-CH-10003968,31941,5,0.1,709
CA-2016-111682,OFF-PA-10000587,1456,2,0.0,698
CA-2016-111682,TEC-AC-10002167,3000,2,0.0,330
CA-2016-111682,OFF-BI-10001460,4848,4,0.2,1636
CA-2016-111682,OFF-AR-10001868,168,1,0.0,84
CA-2015-135545,TEC-AC-10004633,1398,2,0.0,615
CA-2015-135545,OFF-BI-10001078,2582,6,0.2,936
CA-2015-135545,OFF-PA-10003892,14672,3,0.0,6896
CA-2015-135545,FUR-FU-10000397,7976,4,0.0,2233
US-2015-164175,FUR-CH-10001146,21311,5,0.3,-1522
CA-2014-106376,OFF-AR-10002671,111302,8,0.2,11130
CA-2014-106376,TEC-PH-10002726,16796,4,0.2,6298
CA-2016-119823,OFF-PA-10000482,7588,2,0.0,3566
CA-2016-106075,OFF-BI-10004998,461,1,0.2,173
CA-2017-114440,OFF-PA-10004675,1905,3,0.0,876
US-2015-134026,FUR-CH-10000513,83193,8,0.2,-11439
US-2015-134026,FUR-FU-10003708,9704,2,0.2,121
US-2015-134026,OFF-ST-10004123,7278,1,0.2,-1819
US-2017-118038,OFF-BI-10004182,124,3,0.8,-193
US-2017-118038,FUR-FU-10000260,970,3,0.6,-582
US-2017-118038,OFF-ST-10000615,2724,3,0.2,272
US-2014-147606,FUR-FU-10003194,1930,5,0.6,-1447
CA-2016-127208,OFF-AP-10002118,20816,1,0.0,5620
CA-2016-127208,OFF-BI-10002309,1673,3,0.0,803
CA-2014-139451,OFF-AR-10002053,1490,5,0.0,417
CA-2014-139451,OFF-ST-10002370,2139,1,0.0,620
CA-2015-149734,OFF-EN-10000927,20098,7,0.2,6280
US-2017-119662,OFF-ST-10003656,23037,3,0.2,-4895
CA-2017-140088,FUR-CH-10000863,30195,2,0.0,3321
CA-2017-155558,TEC-AC-10001998,1998,1,0.0,679
CA-2017-155558,OFF-LA-10000134,616,2,0.0,295
CA-2016-159695,OFF-ST-10003442,15836,7,0.2,1385
CA-2016-109806,OFF-AR-10004930,2010,3,0.0,663
CA-2016-109806,TEC-PH-10004093,7358,2,0.2,827
CA-2016-109806,OFF-PA-10000304,648,1,0.0,311
CA-2015-149587,OFF-PA-10003177,1296,2,0.0,622
CA-2015-149587,FUR-FU-10003799,5334,3,0.0,1653
CA-2015-149587,OFF-BI-10002852,3296,2,0.0,1615
US-2017-109484,OFF-BI-10004738,568,1,0.7,-378
CA-2017-161018,FUR-FU-10000629,9653,7,0.0,4054
CA-2017-157833,OFF-BI-10001721,5131,3,0.2,1795
CA-2016-149223,OFF-AP-10000358,7788,6,0.0,2258
CA-2016-158568,OFF-PA-10003256,6462,7,0.2,2261
CA-2016-158568,TEC-AC-10001767,9597,3,0.2,-1079
CA-2016-158568,OFF-BI-10002609,178,3,0.8,-303
CA-2016-129903,OFF-PA-10004040,2392,4,0.0,1172
US-2015-156867,TEC-AC-10001552,23889,6,0.2,-2687
US-2015-156867,FUR-FU-10004006,10236,3,0.2,-383
US-2015-156867,OFF-BI-10002794,3688,3,0.7,-2581
CA-2017-119004,TEC-AC-10003499,7411,8,0.2,1760
CA-2017-119004,TEC-PH-10002844,2799,1,0.2,209
CA-2017-119004,OFF-AR-10000390,330,1,0.2,107
CA-2015-129476,TEC-AC-10000844,33996,5,0.2,6799
CA-2017-146780,FUR-FU-10001934,4196,2,0.0,1090
CA-2016-128867,OFF-AR-10000380,7595,2,0.0,2278
CA-2016-128867,OFF-BI-10003981,2724,6,0.0,1334
CA-2014-115259,OFF-FA-10000621,4009,14,0.2,1453
CA-2014-115259,OFF-EN-10002600,472,2,0.2,165
CA-2014-115259,OFF-PA-10004965,2397,3,0.2,749
CA-2014-115259,OFF-EN-10002504,13046,6,0.2,4403
CA-2015-110457,FUR-TA-10001768,78753,3,0.0,16538
US-2015-136476,OFF-BI-10003650,15779,1,0.7,-11571
CA-2016-103730,FUR-FU-10002157,4704,3,0.0,1834
CA-2016-103730,OFF-BI-10003910,3084,4,0.0,1387
CA-2016-103730,OFF-ST-10000777,22656,6,0.0,6343
CA-2016-103730,OFF-EN-10002500,11502,9,0.0,5175
CA-2016-103730,TEC-PH-10003875,6804,7,0.0,1973
US-2014-152030,FUR-CH-10004063,60055,3,0.3,-857
US-2014-134614,FUR-TA-10004534,61770,6,0.5,-40768
US-2017-107272,OFF-BI-10003274,238,2,0.7,-183
US-2017-107272,OFF-ST-10002974,24399,7,0.2,3049
US-2016-125969,FUR-CH-10004998,8142,2,0.2,-916
US-2016-125969,FUR-FU-10003773,23856,3,0.0,2624
US-2017-164147,TEC-PH-10002293,5997,5,0.4,-1199
US-2017-164147,OFF-PA-10005003,7830,2,0.2,2936
US-2017-164147,OFF-FA-10002780,2145,9,0.2,697
CA-2016-145583,OFF-PA-10001804,2004,3,0.0,961
CA-2016-145583,OFF-PA-10001736,3544,1,0.0,1665
CA-2016-145583,OFF-AR-10001149,1152,4,0.0,345
CA-2016-145583,OFF-FA-10002988,401,2,0.0,196
CA-2016-145583,OFF-BI-10004781,7617,3,0.2,2666
CA-2016-145583,OFF-SU-10001218,6588,6,0.0,1844
CA-2016-145583,FUR-FU-10001706,4312,14,0.0,2069
CA-2016-110366,FUR-FU-10004848,8280,2,0.2,1035
CA-2017-106180,OFF-AR-10000940,882,3,0.0,238
CA-2017-106180,OFF-EN-10004030,1086,3,0.0,510
CA-2017-106180,OFF-PA-10004327,14369,3,0.0,6897
CA-2017-155376,OFF-AP-10001058,83943,3,0.0,21825
CA-2015-110744,OFF-ST-10003656,67193,7,0.0,2015
CA-2014-110072,FUR-FU-10000521,9388,4,0.2,1290
CA-2016-114489,TEC-PH-10000215,38445,11,0.0,10380
CA-2016-114489,TEC-PH-10001448,14997,3,0.0,599
CA-2016-114489,FUR-CH-10000454,195184,8,0.0,58555
CA-2016-114489,OFF-BI-10002735,17155,5,0.0,8062
CA-2016-158834,OFF-AP-10000326,15791,5,0.2,1776
CA-2016-158834,TEC-PH-10001254,20318,2,0.2,1523
CA-2015-124919,OFF-PA-10001950,5838,7,0.0,2627
CA-2015-124919,OFF-PA-10002254,10552,4,0.0,4853
CA-2015-124919,OFF-ST-10001590,8088,6,0.0,2102
CA-2015-118948,OFF-AR-10001547,663,3,0.0,179
CA-2014-104269,FUR-CH-10004063,45756,2,0.2,5147
CA-2016-114104,OFF-LA-10002475,1462,2,0.0,687
CA-2016-114104,TEC-PH-10004536,94493,7,0.0,23623
CA-2016-162733,OFF-PA-10002751,598,1,0.0,269
CA-2015-119697,TEC-AC-10003657,5438,2,0.2,135
CA-2016-154508,OFF-EN-10001990,2840,5,0.0,1334
CA-2016-113817,OFF-BI-10004002,2768,2,0.2,968
CA-2014-139892,OFF-AR-10004441,993,3,0.2,273
CA-2014-139892,TEC-MA-10000822,815995,8,0.4,-135999
CA-2014-139892,OFF-ST-10000991,27592,3,0.2,-5863
CA-2014-139892,FUR-CH-10004287,174006,9,0.3,-2485
CA-2014-139892,OFF-AR-10002656,3206,6,0.2,681
CA-2014-139892,OFF-AP-10002518,17798,5,0.8,-45384
CA-2014-139892,TEC-PH-10003931,14397,3,0.2,899
CA-2014-118962,OFF-PA-10000659,2094,3,0.0,984
CA-2014-118962,OFF-PA-10001144,11096,2,0.0,5326
CA-2014-118962,FUR-CH-10003817,34014,7,0.2,2125
US-2014-100853,OFF-AP-10000891,5244,2,0.8,-13112
US-2014-100853,OFF-LA-10003148,2016,4,0.2,655
US-2017-152366,OFF-AP-10002684,9726,4,0.8,-24316
US-2015-101511,FUR-CH-10004698,39680,7,0.3,-1133
US-2015-101511,OFF-SU-10002189,1588,5,0.2,-377
CA-2015-137225,OFF-AR-10001940,328,1,0.0,141
CA-2014-166191,OFF-ST-10003455,2481,2,0.2,186
CA-2014-166191,TEC-AC-10004659,40874,7,0.2,7663
CA-2014-158274,TEC-PH-10003273,50396,4,0.0,13102
CA-2014-158274,TEC-PH-10004896,14994,5,0.0,4198
CA-2014-158274,TEC-AC-10002345,2900,2,0.0,725
CA-2016-105018,OFF-BI-10001890,716,2,0.0,343
CA-2014-123260,TEC-AC-10002323,17680,8,0.0,2298
CA-2016-157000,OFF-ST-10001328,3722,3,0.2,372
CA-2016-157000,OFF-PA-10001950,2001,3,0.2,625
CA-2015-102281,FUR-BO-10002613,89913,4,0.2,11239
CA-2015-102281,TEC-PH-10001552,7176,6,0.0,2009
CA-2015-102281,OFF-PA-10000061,5184,8,0.0,2488
CA-2015-102281,FUR-BO-10002545,62635,3,0.2,4697
CA-2015-102281,OFF-AR-10003514,1989,5,0.0,656
CA-2015-131457,OFF-EN-10001509,1428,7,0.0,671
CA-2014-140004,OFF-AR-10004685,740,2,0.2,120
CA-2014-140004,OFF-AR-10004027,604,3,0.2,158
CA-2017-107720,OFF-ST-10001414,4626,3,0.0,1202
US-2017-124303,OFF-BI-10000343,294,2,0.7,-225
US-2017-124303,OFF-PA-10002749,1605,3,0.2,582
CA-2017-105074,OFF-PA-10002666,2174,3,0.2,679
CA-2014-133690,FUR-TA-10004289,21875,2,0.5,-16187
CA-2014-133690,OFF-AP-10003622,260,1,0.2,29
US-2017-116701,OFF-AP-10003217,6628,2,0.8,-17896
CA-2017-126382,FUR-FU-10002960,3516,7,0.2,967
CA-2017-108329,TEC-PH-10001918,44476,4,0.2,4447
CA-2017-135860,OFF-ST-10000642,8392,4,0.0,587
CA-2017-135860,TEC-PH-10001700,13197,2,0.0,3563
CA-2017-135860,OFF-BI-10003274,1592,4,0.0,748
CA-2017-135860,OFF-FA-10000134,5229,9,0.0,1620
CA-2017-135860,OFF-ST-10001522,9199,1,0.0,367
CA-2015-101007,TEC-AC-10001266,2080,2,0.2,650
CA-2015-146262,OFF-LA-10004544,2368,2,0.2,888
CA-2015-146262,FUR-BO-10004695,45245,5,0.5,-24432
CA-2015-146262,TEC-PH-10002844,6298,3,0.4,-1469
CA-2015-146262,TEC-MA-10000864,118800,9,0.7,-95040
CA-2015-146262,TEC-AC-10000109,8958,2,0.2,447
CA-2016-130162,OFF-ST-10001328,9306,6,0.0,2605
CA-2016-130162,TEC-PH-10002563,30237,3,0.2,2267
CA-2015-169397,OFF-FA-10000585,558,2,0.2,181
CA-2015-169397,OFF-PA-10004000,2270,6,0.2,823
CA-2015-169397,OFF-BI-10002852,1977,4,0.7,-1384
CA-2015-169397,FUR-FU-10000087,7270,4,0.2,1908
CA-2015-169397,TEC-MA-10001148,47998,4,0.7,-38399
CA-2015-169397,OFF-AR-10001958,2716,2,0.2,271
CA-2015-163055,OFF-AR-10001026,220,1,0.0,96
CA-2015-163055,FUR-TA-10003748,62245,5,0.0,13693
CA-2015-163055,OFF-ST-10002485,2198,1,0.0,21
US-2015-145436,FUR-CH-10004860,16156,2,0.2,-2827
US-2015-145436,FUR-CH-10004477,38969,8,0.2,4384
US-2014-156216,OFF-BI-10001679,1864,7,0.7,-1243
US-2017-100930,FUR-TA-10001705,23386,2,0.45,-10204
US-2017-100930,FUR-TA-10003473,62061,3,0.45,-24824
US-2017-100930,OFF-BI-10001679,532,2,0.7,-355
US-2017-100930,FUR-FU-10004017,25807,3,0.2,0
US-2017-100930,TEC-AC-10004995,61797,3,0.2,-772
CA-2017-160514,OFF-PA-10002479,1056,2,0.0,475
CA-2016-157749,OFF-PA-10003349,2592,5,0.2,939
CA-2016-157749,FUR-FU-10000576,41968,5,0.6,-35672
CA-2016-157749,FUR-FU-10004351,1168,3,0.6,-467
CA-2016-157749,TEC-PH-10000011,3198,2,0.2,1119
CA-2016-157749,FUR-TA-10002607,17722,5,0.5,-12051
CA-2016-157749,FUR-FU-10002505,404,3,0.6,-283
CA-2016-157749,OFF-AR-10004685,740,2,0.2,120
CA-2014-131926,FUR-CH-10004063,200186,7,0.0,58053
CA-2014-131926,OFF-ST-10002276,16672,2,0.0,4168
CA-2014-131926,OFF-PA-10004082,4788,6,0.0,2394
CA-2014-131926,OFF-AP-10002945,150325,5,0.0,49607
CA-2014-131926,OFF-PA-10000061,2592,4,0.0,1244
CA-2016-154739,FUR-CH-10002965,32156,2,0.2,2813
CA-2016-145625,OFF-PA-10004569,761,1,0.0,357
CA-2016-145625,TEC-AC-10004995,334737,13,0.0,63600
CA-2016-146941,OFF-ST-10001228,8058,6,0.0,2256
CA-2016-146941,OFF-EN-10003296,36192,4,0.0,16286
US-2015-159982,FUR-FU-10002505,1213,9,0.6,-849
US-2015-159982,OFF-ST-10004804,8236,2,0.2,-1956
US-2015-159982,OFF-ST-10001590,5392,5,0.2,404
US-2015-159982,TEC-PH-10001580,64790,6,0.2,5669
CA-2017-163139,TEC-AC-10000290,2037,3,0.0,692
CA-2017-163139,OFF-ST-10002790,22155,3,0.0,664
CA-2017-163139,OFF-BI-10003460,1752,5,0.2,613
US-2017-155299,OFF-AP-10002203,162,2,0.8,-446
US-2014-106992,TEC-MA-10000822,305998,3,0.4,-50999
US-2014-106992,TEC-MA-10003353,251995,7,0.4,-25199
CA-2016-125318,TEC-PH-10001433,32822,4,0.2,2871
CA-2015-155040,TEC-AC-10004469,7990,2,0.0,3515
CA-2017-136826,OFF-AR-10003602,1401,3,0.2,473
CA-2016-111010,OFF-FA-10003472,756,6,0.0,30
US-2017-145366,OFF-ST-10004180,3720,1,0.2,-744
US-2017-145366,OFF-EN-10004386,5757,3,0.2,2159
CA-2017-163979,OFF-ST-10003208,72584,4,0.0,21049
CA-2015-155334,TEC-AC-10003628,20993,7,0.0,9236
CA-2015-155334,FUR-FU-10003274,528,3,0.0,232
CA-2015-155334,OFF-BI-10002557,1092,3,0.2,409
CA-2017-118136,OFF-PA-10002615,882,2,0.0,405
CA-2017-118136,OFF-AR-10001427,598,1,0.0,155
CA-2017-132976,OFF-PA-10000673,1164,2,0.2,407
CA-2017-132976,OFF-PA-10004470,1817,4,0.2,590
CA-2017-132976,OFF-ST-10000876,5971,6,0.2,597
CA-2017-132976,OFF-LA-10002043,2484,3,0.2,869
US-2015-161991,OFF-BI-10004967,208,5,0.8,-343
US-2015-161991,TEC-PH-10001760,111440,7,0.2,37611
CA-2015-130890,FUR-TA-10002903,103883,5,0.2,5194
CA-2015-130883,OFF-PA-10000474,14176,5,0.2,4784
CA-2015-130883,TEC-AC-10001956,23980,5,0.2,4796
CA-2015-130883,OFF-PA-10004100,3110,6,0.2,1088
CA-2016-112697,OFF-BI-10000778,25405,7,0.7,-16937
CA-2016-112697,OFF-AP-10002684,19452,2,0.2,2431
CA-2016-112697,OFF-SU-10000646,96148,5,0.2,-20431
CA-2016-110772,OFF-FA-10002983,1909,7,0.2,668
CA-2016-110772,OFF-LA-10004689,1849,8,0.2,624
CA-2016-110772,TEC-AC-10002001,25598,2,0.2,5439
CA-2016-110772,FUR-BO-10004709,8697,3,0.5,-4870
CA-2014-111451,FUR-FU-10004091,30041,8,0.2,7885
CA-2014-111451,FUR-CH-10001891,23035,3,0.2,2015
CA-2014-111451,FUR-FU-10002918,21835,3,0.2,-2456
CA-2014-111451,OFF-BI-10004593,7859,5,0.7,-6288
CA-2014-111451,OFF-FA-10004854,2755,3,0.2,929
CA-2016-142545,OFF-PA-10002105,3240,5,0.0,1555
CA-2016-142545,OFF-ST-10002756,108248,8,0.0,1082
CA-2016-142545,OFF-PA-10004243,5691,3,0.0,2731
CA-2016-142545,FUR-FU-10001861,7759,4,0.0,3802
CA-2016-142545,OFF-BI-10002706,1428,1,0.0,656
US-2017-152380,FUR-TA-10002533,21907,3,0.5,-13144
CA-2015-144253,FUR-FU-10002671,2680,2,0.0,1286
CA-2014-130960,OFF-AR-10003651,984,3,0.0,285
CA-2014-111003,OFF-BI-10001072,4548,3,0.0,2092
CA-2014-111003,OFF-AR-10002135,28920,6,0.0,8386
CA-2017-126774,OFF-AR-10002804,488,1,0.0,200
CA-2016-142902,FUR-FU-10001918,1513,4,0.2,359
CA-2016-142902,FUR-CH-10004086,46676,2,0.2,5251
CA-2016-142902,FUR-FU-10001756,1523,1,0.2,171
CA-2016-142902,OFF-LA-10000634,626,3,0.2,203
CA-2014-120887,FUR-FU-10001588,8754,3,0.0,3764
CA-2014-167850,TEC-PH-10002398,17838,2,0.2,2229
CA-2014-167850,OFF-PA-10001937,1555,3,0.2,544
CA-2014-164259,OFF-AR-10003373,9913,4,0.2,867
CA-2014-164973,FUR-CH-10002602,13588,1,0.1,2415
CA-2014-164973,TEC-MA-10002927,399198,2,0.0,199599
CA-2014-164973,TEC-PH-10004093,27594,6,0.0,8002
CA-2014-164973,TEC-AC-10000892,36000,4,0.0,12960
CA-2014-164973,OFF-ST-10002974,4357,1,0.0,1307
CA-2014-156601,OFF-FA-10000624,716,2,0.0,358
CA-2016-162138,OFF-BI-10004593,25152,6,0.2,8174
CA-2016-162138,TEC-AC-10001908,9999,1,0.0,3499
CA-2017-153339,FUR-FU-10001967,1599,1,0.2,99
US-2016-141544,TEC-PH-10003645,29089,3,0.4,-6787
US-2016-141544,OFF-ST-10000675,5422,2,0.2,338
US-2016-141544,FUR-CH-10003312,78674,4,0.3,-25850
US-2016-141544,OFF-LA-10001074,10024,10,0.2,3383
US-2016-141544,OFF-BI-10001524,3776,6,0.7,-2769
US-2016-150147,TEC-PH-10004614,8280,2,0.4,-2070
US-2016-150147,OFF-BI-10001153,2072,2,0.7,-1381
US-2016-150147,OFF-BI-10001982,489,3,0.7,-342
CA-2015-137946,OFF-BI-10001922,475,1,0.2,160
CA-2015-137946,TEC-CO-10001449,95998,2,0.2,33599
CA-2015-137946,OFF-BI-10004140,1436,4,0.2,449
CA-2014-129924,OFF-BI-10003314,771,2,0.2,279
CA-2014-129924,FUR-TA-10004575,69835,3,0.2,-1745
CA-2015-128167,OFF-FA-10000490,496,4,0.0,233
CA-2014-122336,OFF-AR-10000122,1785,4,0.2,111
CA-2014-122336,OFF-BI-10003656,50997,10,0.7,-40797
CA-2014-122336,OFF-FA-10002780,3099,13,0.2,1007
CA-2014-122336,TEC-PH-10000702,7192,12,0.4,839
US-2015-120712,OFF-ST-10000107,8880,4,0.2,-222
CA-2017-169901,TEC-PH-10002293,4797,3,0.2,479
CA-2017-134306,OFF-AR-10004027,756,3,0.0,309
CA-2017-134306,OFF-PA-10000249,2456,2,0.0,1154
CA-2017-134306,OFF-AR-10001374,1296,2,0.0,414
CA-2016-129714,TEC-AC-10000290,679,1,0.0,230
CA-2016-129714,OFF-PA-10001970,7368,6,0.0,3462
CA-2016-129714,OFF-BI-10002160,304,1,0.2,106
CA-2016-129714,OFF-BI-10004995,435516,4,0.2,141542
CA-2016-138520,FUR-BO-10002268,38870,6,0.2,-485
CA-2016-138520,OFF-EN-10001137,826,2,0.0,379
CA-2016-138520,OFF-AR-10002399,1704,4,0.0,698
CA-2016-138520,OFF-PA-10002713,3440,5,0.0,1582
CA-2016-130001,OFF-PA-10002666,3624,5,0.2,1132
CA-2017-155698,OFF-AP-10001124,64784,8,0.0,16843
CA-2017-155698,OFF-LA-10001158,2070,2,0.0,993
CA-2017-144904,OFF-LA-10001158,2070,2,0.0,993
CA-2017-144904,FUR-CH-10000785,48864,3,0.1,8687
CA-2017-144904,OFF-AR-10003732,556,2,0.0,144
CA-2017-144904,FUR-FU-10000023,4712,8,0.0,2073
CA-2014-123344,OFF-ST-10001713,21196,4,0.0,847
CA-2016-155516,OFF-BI-10002412,2320,4,0.0,1044
CA-2016-155516,OFF-SU-10001225,736,2,0.0,14
CA-2016-155516,OFF-ST-10002406,10479,7,0.0,2934
CA-2016-155516,FUR-BO-10002545,104392,4,0.0,27141
CA-2017-104745,OFF-PA-10002036,2592,5,0.2,939
CA-2017-104745,OFF-ST-10002205,5342,3,0.2,467
US-2014-119137,OFF-BI-10001982,816,5,0.7,-571
US-2014-119137,TEC-AC-10003911,102393,8,0.2,17918
US-2014-119137,OFF-AR-10000658,924,1,0.2,92
US-2014-119137,TEC-AC-10002076,47904,10,0.2,-2994
US-2016-134656,OFF-PA-10003039,9913,4,0.2,3098
US-2017-134481,FUR-TA-10004915,148842,7,0.3,-29768
CA-2015-130792,OFF-AP-10000696,865,3,0.8,-2033
CA-2015-130792,OFF-ST-10003327,2383,3,0.2,268
CA-2015-130792,OFF-BI-10000309,1217,4,0.8,-1887
CA-2016-134775,OFF-PA-10004734,5096,7,0.0,2548
CA-2016-134775,OFF-BI-10002225,4953,3,0.2,1733
CA-2015-125395,TEC-AC-10004708,4190,2,0.0,879
US-2015-168935,FUR-TA-10000617,37545,3,0.45,-15700
US-2015-168935,TEC-AC-10002335,8397,3,0.2,-104
CA-2015-122756,TEC-MA-10001681,48234,4,0.7,-33763
CA-2015-122756,FUR-FU-10001935,296,1,0.2,77
CA-2014-115973,OFF-AR-10004757,262,1,0.2,42
CA-2017-101798,OFF-BI-10000050,2336,4,0.2,788
CA-2017-101798,TEC-AC-10001998,3997,2,0.0,1359
US-2014-135972,TEC-PH-10003012,24638,2,0.2,2771
US-2014-135972,TEC-CO-10002313,179997,3,0.0,70198
US-2014-134971,OFF-BI-10003982,1246,3,0.8,-2056
CA-2017-102946,OFF-BI-10004492,7579,3,0.2,2557
CA-2017-165603,OFF-ST-10000798,4996,2,0.0,949
CA-2017-165603,OFF-PA-10002552,1296,2,0.0,622
CA-2015-122259,OFF-SU-10002573,7012,4,0.0,2103
CA-2016-108987,OFF-ST-10001580,3595,3,0.2,359
CA-2016-108987,FUR-BO-10004834,239626,4,0.32,-31715
CA-2016-108987,OFF-ST-10000934,13113,4,0.2,-3278
CA-2016-108987,TEC-AC-10000158,5758,2,0.2,71
CA-2014-113166,OFF-PA-10001947,956,2,0.2,346
CA-2014-155208,OFF-AR-10003478,3907,6,0.2,976
CA-2017-117933,OFF-AP-10004249,3590,3,0.0,969
CA-2017-117457,TEC-AC-10000158,17995,5,0.0,3778
CA-2017-117457,TEC-CO-10004115,119997,3,0.2,43499
CA-2017-117457,OFF-PA-10003724,2715,5,0.0,1330
CA-2017-117457,FUR-TA-10002041,100402,7,0.2,-11295
CA-2017-117457,OFF-PA-10002893,968,1,0.0,464
CA-2017-117457,OFF-LA-10003766,2835,9,0.0,1360
CA-2017-117457,OFF-PA-10005001,5598,1,0.0,2743
CA-2017-117457,FUR-BO-10001972,133682,13,0.15,3145
CA-2017-117457,FUR-CH-10003956,11356,2,0.2,-1845
CA-2017-142636,OFF-PA-10000157,13986,7,0.0,6573
CA-2017-142636,FUR-CH-10001891,30713,4,0.2,2687
CA-2017-122105,OFF-AR-10004344,9592,8,0.0,2589
CA-2016-148796,FUR-CH-10004886,38380,5,0.2,3838
CA-2017-154816,OFF-PA-10003845,578,1,0.0,283
CA-2017-110478,OFF-AR-10001573,932,4,0.0,270
CA-2017-110478,OFF-EN-10000483,1525,1,0.0,701
CA-2014-142048,TEC-AC-10004114,19675,6,0.2,5656
CA-2017-125388,FUR-FU-10004712,5656,4,0.0,1470
CA-2017-125388,OFF-ST-10000918,3270,3,0.0,850
CA-2017-155705,FUR-CH-10000015,86640,4,0.0,22526
CA-2017-149160,FUR-FU-10003347,2840,2,0.0,1107
CA-2017-149160,OFF-BI-10001543,28792,8,0.0,13820
CA-2014-101476,TEC-MA-10000029,6998,1,0.0,3009
CA-2017-152275,OFF-AR-10000369,667,6,0.2,50
US-2016-123750,OFF-BI-10004584,18958,2,0.7,-14535
US-2016-123750,TEC-AC-10004659,70069,12,0.2,13137
US-2016-123750,OFF-ST-10000617,476,2,0.2,-77
CA-2016-127369,OFF-ST-10003306,71430,5,0.0,20714
US-2014-150574,OFF-BI-10000773,481,2,0.7,-368
US-2014-150574,TEC-AC-10002600,24780,5,0.2,-1858
CA-2016-147375,TEC-MA-10002937,100797,3,0.3,4319
CA-2016-147375,OFF-PA-10005001,31348,7,0.2,11363
CA-2017-130043,OFF-PA-10002230,3187,8,0.2,1155
CA-2017-157252,FUR-CH-10003396,20784,3,0.1,230
CA-2016-115756,FUR-FU-10000246,1222,1,0.0,366
CA-2016-115756,OFF-ST-10000060,19494,3,0.0,2339
CA-2016-115756,OFF-ST-10003058,7095,3,0.0,2057
CA-2016-115756,OFF-PA-10002222,9136,4,0.0,4202
CA-2016-115756,FUR-CH-10002372,24294,3,0.0,2915
